55.39, 25
55.40, 24
55.41, 26
55.42, 24
55.43, 24
55.43, 23
55.45, 24
55.45, 26
55.46, 23
55.47, 23
55.48, 26
55.48, 24
55.50, 25
55.50, 23
55.51, 23
55.52, 24
55.53, 23
55.53, 24
55.55, 24
55.55, 24
55.56, 23
55.56, 24
55.58, 24
55.58, 24
55.60, 31
55.60, 25
55.61, 27
55.61, 25
55.63, 26
55.63, 27
55.64, 22
55.65, 25
55.66, 25
55.66, 22
55.68, 22
55.68, 21
55.69, 23
55.70, 24
55.71, 24
55.71, 26
55.72, 26
55.73, 26
55.74, 24
55.74, 25
55.76, 26
55.76, 24
55.78, 26
55.78, 27
55.79, 25
55.80, 24
55.81, 24
55.81, 24
55.83, 26
55.83, 30
55.84, 31
55.84, 33
55.86, 35
55.86, 32
55.87, 32
55.88, 33
55.89, 28
55.89, 24
55.91, 25
55.91, 27
55.92, 26
55.93, 30
55.94, 25
55.94, 25
55.96, 27
55.96, 28
55.97, 27
55.97, 31
55.99, 42
55.99, 41
56.01, 29
56.01, 37
56.02, 43
56.02, 43
56.04, 45
56.04, 50
56.05, 62
56.06, 71
56.07, 73
56.07, 83
56.09, 99
56.09, 111
56.10, 125
56.10, 132
56.12, 148
56.12, 153
56.13, 159
56.14, 166
56.15, 173
56.16, 186
56.17, 200
56.17, 204
56.19, 211
56.19, 215
56.20, 218
56.21, 219
56.22, 227
56.22, 230
56.24, 237
56.24, 243
56.25, 256
56.25, 260
56.27, 272
56.27, 277
56.28, 283
56.29, 287
56.30, 285
56.30, 269
56.32, 196
56.32, 73
56.33, 37
56.33, 33
56.35, 35
56.35, 34
56.37, 41
56.37, 53
56.38, 65
56.38, 72
56.40, 82
56.40, 85
56.41, 89
56.42, 91
56.43, 94
56.43, 98
56.45, 106
56.45, 101
56.46, 95
56.47, 95
56.48, 96
56.48, 96
56.50, 94
56.50, 91
56.51, 93
56.52, 92
56.53, 95
56.53, 96
56.55, 90
56.55, 91
56.56, 85
56.56, 82
56.58, 85
56.58, 84
56.60, 76
56.60, 74
56.61, 71
56.61, 67
56.63, 62
56.63, 55
56.64, 53
56.65, 50
56.66, 53
56.66, 53
56.68, 49
56.68, 49
56.69, 48
56.70, 46
56.71, 45
56.71, 51
56.72, 71
56.73, 81
56.74, 90
56.74, 98
56.76, 107
56.76, 106
56.77, 107
56.78, 109
56.79, 106
56.79, 35
56.81, 46
56.81, 39
56.82, 45
56.83, 47
56.84, 50
56.84, 53
56.86, 52
56.86, 52
56.87, 52
56.87, 51
56.89, 52
56.89, 54
56.91, 52
56.91, 53
56.92, 50
56.92, 51
56.94, 55
56.94, 55
56.96, 55
56.96, 58
56.97, 63
56.97, 65
56.99, 71
56.99, 72
57.00, 74
57.01, 76
57.02, 78
57.02, 79
57.04, 79
57.04, 83
57.05, 83
57.06, 81
57.07, 85
57.07, 85
57.08, 86
57.09, 87
57.10, 85
57.10, 84
57.12, 83
